"s8Ckilgwk2","0","","","","1","0","Pointer","_User","MPIYycMk29","File","63c00039c019c08e0fcd11f9cc18bd16_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/63c00039c019c08e0fcd11f9cc18bd16_image.jpg","Follow your dreams, even if not everyone agrees with your decisions. The only thing that can truly hold you back from living out your passion is your own self. ","7","7","0","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"JlBd0kqVou","0","","","","0","0","Pointer","_User","EfFDVzRTFV","File","8b1e899b4a21f35608b8f513e914bd8b_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/8b1e899b4a21f35608b8f513e914bd8b_image.jpg","Hello everyone! My name is Stephie and I’m a lifestyle blogger/ creative consultant 🥰 Can’t wait to begin connecting with everyone! \n💕 Looking to read something lovely? Head over to www.TheDarlingDoe.com 💕","10","1","0","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"ssuCcmPnTY","0","","","","0","1","Pointer","_User","3D6VtSHrhJ","File","1232f4a8d3cd9d14c6c768ad2eb9c5ac_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/1232f4a8d3cd9d14c6c768ad2eb9c5ac_image.jpg","New Mom living in the Big Apple! Handbag Buyer by day- amateur Celiac cook by night.  Wife to my amazing Husband! Looking to connect with like-minded people interested in clean eats- positive vibes- Celiac friendly food/wellness brand partnerships - and Mamas doing it all! Hugs To Jennifer for giving us this platform! 😘","7","3","0","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"lJFFQiUN5l","0","","","","1","0","Pointer","_User","MPIYycMk29","File","acb60621c0e65f86d8aece488771cc0a_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/acb60621c0e65f86d8aece488771cc0a_image.jpg","In the end, time is the most valuable commodity. Don’t let it be wasted. ","7","7","0","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"Rf2iiUPE1H","0","","","","1","0","Pointer","_User","97jSpSv3BZ","File","fc5fe7fb965ecf1c6c577b9c05d5cbe7_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/fc5fe7fb965ecf1c6c577b9c05d5cbe7_image.jpg","Hi everyone!! I’m a blogger (college & lifestyle & mental health) I’m looking to connect with fellow bloggers, brands, and anyone really! I’ve been looking for a new logo as I’m not in love with mine, but I am a college student so I’m on a budget!! ","5","2","0","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"LdIk9WxcGC","0","","","","0","0","Pointer","_User","dK0q57kN76","","","","“When you stop expecting people to be perfect, you can like them for who they are.” “Each friend represents a world in us, a world possibly not born until they arrive, and it is only by this meeting that a new world is born.” LOVE THIS - Author unknown ","5","8","0","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"HfBD0OFTBl","0","","","","3","1","Pointer","_User","MiK16Algzy","File","8276d3c48e2ceb10ce8c934fa47ddc0f_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/8276d3c48e2ceb10ce8c934fa47ddc0f_image.jpg","Hello Society Gals! My name is Ashley Graham and I am your brandista for all things PR & Media Relations. I’ve been the beauty & brains behind a successful PR consulting agency for almost 4 years now and always love discovering new ways to work, connect & collaborate with other influential women and brands. Feel free to connect with me on social @yourbrandista and join the babble at #CoffeeBabble. ","12","28","0","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"KIM2uTbCOz","0","","","","3","0","Pointer","_User","xyGCuGxifA","File","b0d2dfd4b3f831940788a46eb87a35f2_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/b0d2dfd4b3f831940788a46eb87a35f2_image.jpg","Hey, hey! I’m Heather & I am a Virtual Assistant passionate about helping wedding & event vendors by taking over administrative tasks so they can grow their business! 💕\n\nExcited to be connected with all of you!!!","21","8","0","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"79sAJnCNfw","0","","","","3","1","Pointer","_User","p7OGIsugbB","","","","Hi Societygal’s! My name is Samantha Harris and I am a Virtual Assistant with Expertise in Social Media Growth!\n\nI’m so excited for this app and all of the opportunities and close bonds it will bring our businesses ☺️","16","7","0","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"QtKac7HzJR","0","","","","2","0","Pointer","_User","sIlxXlPA8H","File","ec843ea3faa7e79a47c3f032c9c7edd4_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/ec843ea3faa7e79a47c3f032c9c7edd4_image.jpg","Great to meet you, I’m Cyndi Lemke your #MarketingRealtor helping everyone find the home of your dreams. It’s my mission to help you understand YOU CAN BUY! There’s a team behind you to teach you how to make progress towards your goal of owning your own home!! 👊🏽💕💯","11","4","1","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"zWzbMtOnfc","0","","","","0","1","Pointer","_User","MPIYycMk29","File","a5d3c4745e57a5f7057d78b0b054821f_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/a5d3c4745e57a5f7057d78b0b054821f_image.jpg","About last night. #revolveawards","6","19","0","2020-03-03T12:49:31.531Z","2020-03-03T12:49:31.531Z"
"s2p3C7g7SE","0","","","","0","0","Pointer","_User","8ApP8KQ7wE","File","215f085aac55b2f1e40db35b598c26bd_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/215f085aac55b2f1e40db35b598c26bd_image.jpg","Feeling like a good day to make shit happen.","6","8","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"O1weceVmRs","0","","","","0","0","Pointer","_User","TPrjfQDJaQ","File","d86c2f00686145a4f3ec3e6f1650ec19_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/d86c2f00686145a4f3ec3e6f1650ec19_image.jpg","I’ll take a one way ticket back to when I was one stress free kiddo. You don’t realize how much you take for granted when you’re young and living life with little worry. As I get older I start to realize the tragic, confusing, but beautiful things this world has to offer ✨","6","7","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"8BZVQFVwaT","0","","","","1","1","Pointer","_User","Qdcpf7w345","File","8bc52034fd362ca4824fca7bdf646891_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/8bc52034fd362ca4824fca7bdf646891_image.jpg","hello everyone! i want to introduce myself. my name is Aaliyah Kissick and i own + operate AK Boutique, a resale boutique where thrift meets trends. \n\ni’m looking to curate my creative side and expand my artistic abilities. this is the perfect community to do that :) thank you for being inspirations!!\n","15","5","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"Ve6EkVJUG8","0","","","","0","0","Pointer","_User","blj0U33ocD","","","","Today is the day. Make your move. #hustle","6","22","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"EhDhX22EvM","0","File","56a28fc155f5e276e901a1d458137b25_video.mp4","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/56a28fc155f5e276e901a1d458137b25_video.mp4","5","1","Pointer","_User","BAVRkZOR8U","File","edbc00bbab67853224eb92717e2db97d_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/edbc00bbab67853224eb92717e2db97d_image.jpg","Hi gorgeous ladies!\n\nI’m K. Elle Jones, but Elle is just fine. 😊\n\nI’m a personal brand consultant, director, producer and filmmaker who absolutely loves creative storytelling, and helping brilliant women entrepreneurs, business owners, founders, and CEOs unlock the power in their stories so they can show up BIG, authentically, and with confidence + style on-camera, stages, and anywhere they choose to share their message and sprinkle their magic!\n\nI’m thrilled to be in a virtual room with so many change-makers and leaders!\n\nDon’t hesitate to tap on my virtual door if you need me! 🥰","10","20","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"o0ZMcH9HaD","0","","","","2","1","Pointer","_User","V80B4gFkYd","File","cfa67096d63451ccb4f305381c7ba418_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/cfa67096d63451ccb4f305381c7ba418_image.jpg","Officially a FIDM student! 💝\n\nThis week I had my admissions meeting at FIDM. I was super nervous because I did not know how it was going to go or if I was going to pass. I had so much stuff ready to share about it was crazy to see their reactions. \nThey had mentioned that the part that got them super shocked about was my business of Socials By Paola. They were impressed that I was only 16 having this business and that it was tremendously successful! <3 ","15","4","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"EkCSbT3w2x","0","","","","2","0","Pointer","_User","Ouh4bbHRPe","File","9fb70bbc858ca4aee3ed360ee722bb39_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/9fb70bbc858ca4aee3ed360ee722bb39_image.jpg","Hi everyone! My name is Anna, I’m a beauty influencer on Instagram only for now I’ve Ben a freelance makeup artist for bridal parties, events and fashion shows for over 8 years, I’ve started my IG since 2014 and it’s a blessing to work with major companies sand work with new brands to build relationships with.  IG : @beautywithanna","10","27","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"eJCsyOHrKM","0","","","","1","0","Pointer","_User","EwlsOjH8zR","File","2a56a9f60e0112c71085751f38b793ad_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/2a56a9f60e0112c71085751f38b793ad_image.jpg","“You can clutch the past so tightly to your chest that it leaves your arms too full to embrace the present.” -Jan Glidewell\n\n#appreciationpost  ","8","13","2","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"VKKCXWAvkp","0","","","","1","0","Pointer","_User","V80B4gFkYd","File","a6d29750bc935e26741b5918f2b5c2d9_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/a6d29750bc935e26741b5918f2b5c2d9_image.jpg","Social Media Management / Video Editing \nwww.instagram.com/socialsbypaola 💜 let’s chat <3  ","11","1","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"7LwwopHrzt","0","","","","1","0","Pointer","_User","AlE0Q8RJZU","File","fef2e19ddfccf3eef33567b64d61e009_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/fef2e19ddfccf3eef33567b64d61e009_image.jpg","Hellllooo Gorgeous Societygals!\n\nMy name is Thida Gafare, and I am the owner of Blush Elegance, an online women’s boutique for all things pretty.\n\nI am a firm believer that if you LOVE it all, then do it ALL. That is why I left my corporate 9-5 as a fashion designer to start my own business, while being able to freelance design, run my online store, create content, and manage social media for female entrepreneurs looking to grow their brand.\n\nI live to style my customers and my home because it’s what lights my soul on fire. I also enjoy creating content and making my visions come to life through styling and photography.\n\nLife is too short to stick to one job for the rest of your life. The time to do what you love is NOW and that is why we are all gathered here to uplift and empower one another.\n\nI am super excited to be apart of this growing community and look forward to collaborating and connecting with you all!\n\nwww.blushelegance.com\n\nXoxo,\nThida ","9","9","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"NgslXBqwnK","0","","","","0","1","Pointer","_User","V80B4gFkYd","File","f805a7f467a42bce2ffc588ad2594a62_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/f805a7f467a42bce2ffc588ad2594a62_image.jpg","Hey Everyone ! My name is Paola and I am 16 years old. This summer I started my own social media agency that is full of management services and editing services! Would love to connect with other amazing boss babes and chat 🦋💗","4","3","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"eSXB7yUFzm","0","","","","5","1","Pointer","_User","RmfyF8Lqa2","File","8dbe484327f14baf837eb40d88ad7407_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/8dbe484327f14baf837eb40d88ad7407_image.jpg","Hey there! I’m Emily and I’m a brand and web designer for creatives! I love connecting with new people, especially creatives, and learning with them/cheering them on! Let’s chat about anything and everything! ","10","10","0","2020-03-03T12:49:31.545Z","2020-03-03T12:49:31.545Z"
"Lg8DpLrxZL","0","","","","2","2","Pointer","_User","yPFEZB3K31","","","","I love that the app isn’t crowded, well not yet anyway! I get that it’s still in beta, but I can’t help to get excited about it. We def have a jumpstart on a new platform so this is huge! I’m not in business or an influencer of any kind...yet. I do love food and love to cook. I hope being here will help me figure out how I can turn that into cash. Any ladies have ideas for me, I’m open! ","12","25","0","2020-03-03T12:49:31.554Z","2020-03-03T12:49:31.554Z"
"EutKhxv4oF","0","","","","0","0","Pointer","_User","MPIYycMk29","File","6fe402d4e3f402f21a4d8f85c8e695e5_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/6fe402d4e3f402f21a4d8f85c8e695e5_image.jpg","Throwback from NAMM when we met a three-legged dog! Happy birthday, Alicia!","5","3","2","2020-03-03T12:49:31.554Z","2020-03-03T12:49:31.554Z"
"edk4FU0i60","0","","","","4","0","Pointer","_User","yPFEZB3K31","File","f1449a9786174ecf72e7ecc72fbc1596_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/f1449a9786174ecf72e7ecc72fbc1596_image.jpg","Any tips for blog design? What is your favorite platform to use. I am on Wordpress and not having much luck in achieving this look or feel. I am open to hire help if it comes down to it. ","5","0","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"ApBn2koyDG","0","","","","0","0","Pointer","_User","E5OBUCAuae","File","7ae14c7f8b22aca0031f6e85d0b9bc08_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/7ae14c7f8b22aca0031f6e85d0b9bc08_image.jpg","Saturday Night The Embassy of Fashion Designers International I was honored to interview all the amazing Award Winners, Designers , Models , and Guest. It was a lovely night of fashion shows , delicious food , and fashion legacies honored.","6","3","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"xZ3TVkD04n","0","","","","1","1","Pointer","_User","ABp654QBEH","File","329c08d48f8cf9e0bc34993489ef488a_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/329c08d48f8cf9e0bc34993489ef488a_image.jpg","Hi everyone!\nI’m Hayley, I’m a fashion and lifestyle blogger from the U.K. but currently living just outside Seattle. I also run a website teaching bloggers and influencers how to grow and develop their sites, and I organise meet-ups for bloggers and influencers\nI’d love to connect with others in the greater Seattle area - let’s go for a cup of tea and chat!","9","5","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"pAPBBch4rd","0","","","","1","1","Pointer","_User","2gu2Ifc35N","File","e9d4b49fa6d8715b8a6b38355e535c11_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/e9d4b49fa6d8715b8a6b38355e535c11_image.jpg","Hi ladies,\n\nMy name is Tania. I’m a content creator based in Los Angeles but traveling most of the time. \n\nWhat that means:\n- I help brands to create unique photo/video visuals\n- I’m a photographer and a photo editor \n- I manage Social Media accounts\n- I stylize each of the photo/video shoot\n- I write posts about travel tips and help to organize trips\n\nHere is my website if you would like to check out my work \n\nhttps://www.demiperatu.com\n\nAnd my Instagram @penkovatania\n\nWould love to connect with all of you and produce amazing content together ❤️","10","17","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"bQtJMlHovr","0","","","","0","0","Pointer","_User","XJ1fbtm3aC","File","37c40550b85914d23d49a10b0ffe05e7_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/37c40550b85914d23d49a10b0ffe05e7_image.jpg","Shine bright like a rainbow 🌈 until you reach your gold•\n•\n•\n•\n• #modelings #modelingphotography #modeling💃 #modelinglife #modelingfashion #fashionistmypassion #fashionistastyle #fashionistagram #fashionistar #fashionistaa #fashionista👜 #fashionista_concept #fashionistadiaries #ladieswear #ladiesclothing #ladiesboutique #ladiesday #ladiesdress #ladiesskirt #fashionshows #fashionshowcase #fashionshow2019 #irianasmith #otobepositive #madeforthis #madeforthislife #madeforthislifestyle #madeforthismoment #designerclothes #designerdresses","4","1","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"MXZNm8JOxi","0","","","","0","0","Pointer","_User","BTzZdLEB2T","File","ae88323475ef1e1c511903863b33b228_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/ae88323475ef1e1c511903863b33b228_image.jpg","Type some caption... Looking forward to network or collaborate with any of you.  Would appreciate follow on IG or FB as well and follow back,\nIG  @charmainejoiecouture\nFB @ Charmaine J Rodriguez ","6","6","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"tgzfL8z0lr","0","","","","2","0","Pointer","_User","EwlsOjH8zR","File","4e2e168f16953b83db1e92ae39ee21d8_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/4e2e168f16953b83db1e92ae39ee21d8_image.jpg","FYI gals, the best part of jumping on a new app when it’s first launched you can be the very first @paige @cindy @amanda etc. If you want to take advantage of that, you can edit your name from your profile settings.\n\nHappy to say, I am the first @cholee it’s not a common name I know, but still. 😉","13","20","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"Q1ReuDcEFT","0","","","","1","0","Pointer","_User","MPIYycMk29","File","4d6d365fcba71746ba06ef498b4efb24_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/4d6d365fcba71746ba06ef498b4efb24_image.jpg","Did a little exploring with Mama Bear in Jeonju at the Hanok Village at night. This unique area is made to reflect some of Korea’s oldest history and architecture. Many Koreans and tourists travel long and far to visit, especially for their food.","10","9","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"QuIBtMT7fU","0","","","","2","0","Pointer","_User","vBySyA8dzL","File","bb92d335b087874925ca6f45c28a4a61_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/bb92d335b087874925ca6f45c28a4a61_image.jpg","Hey ladies! I would love to give all of you a digital hug right now 💗 I am Desiree, a web developer, digital marketer, and the all around creative force behind A Place To Nest. If you are looking for a tech-y best friend that takes care of your website and email marketing efforts like they are your baby (because they are!) then I am your girl! Looking forward to connecting with all of you here!\naplacetonest.net","10","3","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"TuZmkTGwQL","0","","","","3","0","Pointer","_User","nctgGv0Dm3","","","","Hey 👋🏾 y’all! I’m Annalisa.\n\nI do a bunch of stuff so I’d say I’m a multi-passionate creative being, web designer / developer from Louisville, KY.\n\nI’m  madly in love with my Son (J), Coffee, Just Dance and creating every second of the day!\n\nCant wait to have fun conversation on here and connect with you amazing ladies.","17","4","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"a0hpG87wrb","0","File","a88a0cc74282c40d58a2c75e5f621d14_video.mp4","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/a88a0cc74282c40d58a2c75e5f621d14_video.mp4","0","0","Pointer","_User","XJ1fbtm3aC","File","30c90373c3519f30092fffb82dbbfb5e_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/30c90373c3519f30092fffb82dbbfb5e_image.jpg","Goofy times with my prima. You gotta hype your cousins up. I love her 💜🤣•\n•\n•\n•\n• #cousins👭 #cousins💕 #cousins #cousinsister #cousinsquad #cousin #cousinlove💕 #cousintime #cuzin #cuzins #familyweekend #familymoments #familia💕 #familia👪 #familia😍 #familias #familiafeliz #familiaa #irianasmith #otobepositive #asafamily #goodtimes😊 #weekend #weekenders #weekendvibes✌️ #weekendadventures #primas👭 #miprima #goofygirls #lolvideos","5","1","0","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
"ftgGkuv6Nm","0","","","","3","0","Pointer","_User","Ci3fLk4B8d","File","37b235a2f9bf00add4a19ad8e7de35cf_image.jpg","https://parsefiles.back4app.com/Eu2H7JiGkiBwPaHNw08ZlAfvj092WDz8nECpxGti/37b235a2f9bf00add4a19ad8e7de35cf_image.jpg","✨ Hey fellow entrepreneurs! I am so happy to be a part of this new app! ⚡️\n\nQuick question! Do you feel like you’re overwhelmed with your business and need more free time💋? Let me help you!\n\nI’m a virtual assistant specializing in creative marketing such as social media management, product launches, email campaigns, design, and more!\n\nI would love to chat! \n\n\nThanks again ladies! 💖","14","4","1","2020-03-03T12:49:31.555Z","2020-03-03T12:49:31.555Z"
